GBIF;faunaeur;Catalogue;AlgaeBase;Limnological_Rank;Kingdom;Phylum;Subphylum;Class;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Feeding;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
5986715;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Diura;NA;nanseni;Diura nanseni;Kempny 1900;NA;D_nanseni;specie;0.5;0.5;3;Perlodidae;2;NA;NA;NA;NA;NA;NA
2004102;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;carbonaria;Isoperla carbonaria;Aubert 1953;NA;I_carbonaria;specie;0.5;NA;NA;Perlodidae;2;NA;NA;5;3;NA;NA
2004213;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;difformis;Isoperla difformis;Klapálek 1909;NA;I_difformis;specie;NA;NA;4;Perlodidae;2;NA;NA;NA;NA;NA;NA
2004024;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;goertzi;Isoperla goertzi;Illies 1952;NA;I_goertzi;specie;0.5;NA;NA;Perlodidae;2;NA;NA;5;2;NA;NA
2004039;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;grammatica;Isoperla grammatica;Poda 1761;NA;I_grammatica;specie;0.5;0.5;4;Perlodidae;2;I_grammatica;5;5;3;8;0.618
2003678;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;NA;Isoperla;NA;NA;Isoperla;genus;0.5;NA;NA;Perlodidae;2;NA;NA;5;3;NA;NA
2004134;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;obscura;Isoperla obscura;Zetterstedt 1840;NA;I_obscura;specie;0.5;0.5;4;Perlodidae;2;NA;NA;5;3;4;0.618
2004019;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;oxylepis;Isoperla oxylepis;Despax 1936;NA;I_oxylepis;specie;0.5;NA;NA;Perlodidae;2;NA;NA;5;3;NA;NA
2004106;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;rivulorum;Isoperla rivulorum;Pictet & F.J. 1841;NA;I_rivulorum;specie;0.5;NA;NA;Perlodidae;2;NA;NA;5;2;NA;NA
2004008;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Isoperla;NA;silesica;Isoperla silesica;Illies 1952;NA;I_silesica;specie;0.5;NA;NA;Perlodidae;2;NA;NA;5;2;NA;NA
2996;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;NA;NA;NA;Perlodidae;NA;NA;Perlodidae;family;NA;NA;NA;Perlodidae;2;NA;NA;NA;NA;NA;NA
2003965;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Perlodes;NA;dispar;Perlodes dispar;Rambur 1842;NA;P_dispar;specie;NA;NA;3;Perlodidae;2;NA;NA;NA;2;4;0.618
2003977;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Perlodes;NA;microcephalus;Perlodes microcephalus;Pictet & F.J. 1833;NA;P_microcephalus;specie;NA;NA;NA;Perlodidae;2;P_microcephalus;7;NA;2;8;0.618
2003960;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Perlodes;NA;NA;Perlodes;NA;NA;Perlodes;genus;NA;NA;NA;Perlodidae;2;NA;NA;NA;2;NA;NA
2001474;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;Brachyptera;NA;risi;Brachyptera risi;Morton 1896;NA;B_risi;specie;NA;0;4;Taeniopterygidae;2;B_risi;6;NA;5;3;0.55
2001499;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;Brachyptera;NA;seticornis;Brachyptera seticornis;Klapálek 1902;NA;B_seticornis;specie;NA;NA;NA;Taeniopterygidae;2;NA;NA;NA;5;NA;NA
2994;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;NA;NA;NA;Taeniopterygidae;NA;NA;Taeniopterygidae;family;NA;NA;NA;Taeniopterygidae;2;NA;NA;NA;NA;NA;NA
5151762;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;Taeniopteryx;NA;auberti;Taeniopteryx auberti;Kis & Sowa 1964;NA;T_auberti;specie;NA;NA;NA;Taeniopterygidae;2;NA;NA;NA;2;NA;NA
5151769;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;Taeniopteryx;NA;hubaulti;Taeniopteryx hubaulti;Aubert 1946;NA;T_hubaulti;specie;NA;NA;NA;Taeniopterygidae;2;NA;NA;NA;2;NA;NA
5151773;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Taeniopterygidae;NA;NA;Taeniopteryx;NA;nebulosa;Taeniopteryx nebulosa;Linnaeus 1758;NA;T_nebulosa;specie;NA;0;4;Taeniopterygidae;2;NA;NA;4.3;NA;2.67;0.55
1441130;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Apataniidae;NA;NA;Apatania;NA;NA;Apatania;NA;NA;Apatania;genus;0.5;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
1441166;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Apataniidae;NA;NA;Apatania;NA;stigmatella;Apatania stigmatella;Zetterstedt 1840;NA;A_stigmatella;specie;NA;0.5;NA;NA;NA;NA;NA;NA;4;NA;NA
1441207;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Apataniidae;NA;NA;Apatania;NA;zonella;Apatania zonella;Zetterstedt 1840;NA;A_zonella;specie;NA;0.5;NA;NA;NA;NA;NA;NA;4;NA;NA
5053160;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Beraeidae;NA;NA;Beraea;NA;pullata;Beraea pullata;Curtis 1834;NA;B_pullata;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
7735049;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Brachycentridae;NA;NA;Brachycentrus;NA;subnubilis;Brachycentrus subnubilis;Curtis 1834;NA;B_subnubilis;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0.604
1443414;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Brachycentridae;NA;NA;Micrasema;NA;gelidum;Micrasema gelidum;McLachlan 1876;NA;M_gelidum;specie;NA;NA;NA;NA;NA;NA;NA;4.3;NA;NA;NA
1443434;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Brachycentridae;NA;NA;Micrasema;NA;longulum;Micrasema longulum;McLachlan 1876;NA;M_longulum;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1443455;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Brachycentridae;NA;NA;Micrasema;NA;minimum;Micrasema minimum;McLachlan 1876;NA;M_minimum;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1443388;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Brachycentridae;NA;NA;Micrasema;NA;setiferum;Micrasema setiferum;Pictet 1834;NA;M_setiferum;specie;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA
7963;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Ecnomidae;NA;NA;NA;NA;NA;Ecnomidae;NA;NA;Ecnomidae;family;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;NA;NA;NA
1430644;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Agapetus;NA;fuscipes;Agapetus fuscipes;Curtis 1834;NA;A_fuscipes;specie;NA;NA;NA;Rhyacophilidae;6;Agapetus;8;NA;1;8;0.469
1430666;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Agapetus;NA;iridipennis;Agapetus iridipennis;McLachlan 1879;NA;A_iridipennis;specie;NA;NA;NA;Rhyacophilidae;6;Agapetus;8;NA;1;8;0.469
1430618;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Agapetus;NA;moselyi;Agapetus moselyi;Ulmer 1938;NA;A_moselyi;specie;NA;NA;NA;Rhyacophilidae;6;Agapetus;8;NA;1;8;0.469
1430526;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Agapetus;NA;NA;Agapetus;NA;NA;Agapetus;specie;NA;NA;NA;Rhyacophilidae;6;Agapetus;8;NA;1;8;0.469
1430527;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Agapetus;NA;ochripes;Agapetus ochripes;Curtis 1834;NA;A_ochripes;specie;NA;NA;2;Rhyacophilidae;6;Agapetus;8;NA;1;6.67;0.469
4801965;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Glossosoma;NA;conformis;Glossosoma conformis;Neboiss 1963;NA;G_conformis;specie;0.5;NA;NA;Rhyacophilidae;6;Glossosoma;8;NA;1;8;0.469
1430495;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Glossosoma;NA;intermedium;Glossosoma intermedium;Klapalek 1892;NA;G_intermedium;specie;0.5;1;NA;Rhyacophilidae;6;Glossosoma;8;NA;2;8;0.469
1430405;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Glossosoma;NA;NA;Glossosoma;NA;NA;Glossosoma;genus;0.5;NA;NA;Rhyacophilidae;6;Glossosoma;8;NA;2;8;0.469
7964;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;NA;NA;NA;Glossosomatidae;NA;NA;Glossosomatidae;family;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
4405947;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Glossosomatidae;NA;NA;Synagapetus ;NA;NA;Synagapetus;NA;NA;Synagapetus;genus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;1;NA;NA
1441388;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Goeridae;NA;NA;Goera;NA;pilosa;Goera pilosa;Fabricius 1775;NA;G_pilosa;specie;NA;NA;3;Goeridae;4;NA;NA;NA;NA;4;0.324
1441519;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Goeridae;NA;NA;Lithax;NA;niger;Lithax niger;Hagen 1859;NA;L_niger;specie;NA;NA;NA;Goeridae;4;NA;NA;NA;2;NA;NA
9655;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Goeridae;NA;NA;NA;NA;NA;Goeridae;NA;NA;Goeridae;family;NA;NA;NA;Goeridae;4;NA;NA;NA;NA;NA;NA
1441362;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Goeridae;NA;NA;Silo;NA;NA;Silo;NA;NA;Silo;genus;NA;NA;NA;Goeridae;4;NA;NA;NA;2;NA;NA
1441365;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Goeridae;NA;NA;Silo;NA;pallipes;Silo pallipes;Fabricius 1781;NA;S_pallipes;specie;NA;NA;3;Goeridae;4;S_pallipes;8;6.4;3;5.33;0.324
1439423;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Ceratopsyche;NA;silfvenii;Ceratopsyche silfvenii;Ulmer 1906;NA;C_silfvenii;specie;NA;NA;2;Hydropsychidae;4;NA;NA;NA;NA;NA;NA
1439839;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Cheumatopsyche;NA;lepida;Cheumatopsyche lepida;Pictet 1834;NA;C_lepida;specie;NA;NA;1;Hydropsychidae;4;NA;NA;NA;NA;8;0.58
1439248;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Diplectrona;NA;felix;Diplectrona felix;McLachlan 1878;NA;D_felix;specie;NA;NA;NA;Hydropsychidae;4;D_felix;7;NA;3;8;0.58
5054043;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Hydropsyche;NA;angustipennis;Hydropsyche angustipennis;Curtis 1834;NA;H_angustipennis;specie;0.5;0.5;4;Hydropsychidae;4;NA;NA;5.3;NA;3.33;0.58
5054177;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Hydropsyche;NA;instabilis;Hydropsyche instabilis;Curtis 1834;NA;H_instabilis;specie;0.5;NA;NA;Hydropsychidae;4;H_instabilis;9;NA;2;8;0.58
1431357;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Hydropsyche;NA;NA;Hydropsyche;NA;NA;Hydropsyche;genus;0.5;NA;NA;Hydropsychidae;4;NA;NA;NA;2;NA;NA
5054150;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Hydropsyche;NA;pellucidula;Hydropsyche pellucidula;Curtis 1834;NA;H_pellucidula;specie;0.5;0.5;3;Hydropsychidae;4;H_pellucidula;6;5;2;5.5;0.58
5054160;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;Hydropsyche;NA;siltalai;Hydropsyche siltalai;Doehler 1963;NA;H_siltalai;specie;0.5;0.5;4;Hydropsychidae;4;H_siltalai;6;5;2;4.5;0.58
7966;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydropsychidae;NA;NA;NA;NA;NA;Hydropsychidae;NA;NA;Hydropsychidae;family;NA;NA;NA;Hydropsychidae;4;NA;NA;NA;NA;NA;NA
1433231;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;Hydroptila;NA;NA;Hydroptila;NA;NA;Hydroptila;genus;NA;NA;2;Hydroptilidae;6;NA;NA;NA;NA;7;0.465
1431966;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;Ithytrichia;NA;lamellaris;Ithytrichia lamellaris;Eaton 1873;NA;I_lamellaris;specie;0.5;0.5;2;Hydroptilidae;6;NA;NA;NA;NA;6.67;0.457
1431960;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;Ithytrichia;NA;NA;Ithytrichia;NA;NA;Ithytrichia;genus;NA;NA;2;Hydroptilidae;6;NA;NA;NA;NA;6.67;0.457
7967;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;NA;NA;NA;Hydroptilidae;NA;NA;Hydroptilidae;family;NA;NA;NA;Hydroptilidae;6;Hydroptilidae;5;NA;NA;NA;NA
1432588;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;Oxyethira;NA;NA;Oxyethira;NA;NA;Oxyethira;genus;NA;0;3;Hydroptilidae;6;NA;NA;4.8;NA;3.33;0.512
1432551;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Hydroptilidae;NA;NA;Ptilocolepus;NA;granulatus;Ptilocolepus granulatus;Pictet 1834;NA;P_granulatus;specie;NA;NA;NA;Hydroptilidae;6;NA;NA;NA;3;NA;NA
1442890;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Lepidostomatidae;NA;NA;Crunoecia;NA;irrorata;Crunoecia irrorata;Curtis 1834;NA;C_irrorata;specie;NA;NA;NA;Lepidostomatidae;2;C_irrorata;9;NA;NA;NA;NA
5054529;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Lepidostomatidae;NA;NA;Lepidostoma;NA;hirtum;Lepidostoma hirtum;Fabricius 1775;NA;L_hirtum;specie;0.5;0.5;2;Lepidostomatidae;2;L_hirtum;6;5;NA;6;0.538
7968;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Lepidostomatidae;NA;NA;NA;NA;NA;Lepidostomatidae;NA;NA;Lepidostomatidae;family;NA;NA;NA;Lepidostomatidae;2;NA;NA;NA;NA;NA;NA
1436697;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Adicella;NA;reducta;Adicella reducta;McLachlan 1895;NA;A_reducta;specie;NA;0;NA;Leptoceridae;6;NA;NA;NA;3;2;0.352
1437108;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Athripsodes;NA;aterrimus;Athripsodes aterrimus;Stephens 1836;NA;A_aterrimus;specie;NA;0;4;Leptoceridae;6;NA;NA;NA;NA;2.67;0.378
1437150;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Athripsodes;NA;bilineatus;Athripsodes bilineatus;Linnaeus 1758;NA;A_bilineatus;specie;NA;NA;NA;Leptoceridae;6;A_bilineatus;8;NA;NA;8;0.378
1437081;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Athripsodes;NA;cinereus;Athripsodes cinereus;Curtis 1834;NA;A_cinereus;specie;NA;0;2;Leptoceridae;6;NA;NA;NA;NA;5.33;0.306
1435915;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Ceraclea;NA;annulicornis;Ceraclea annulicornis;Stephens 1836;NA;C_annulicornis;specie;NA;NA;1;Leptoceridae;6;NA;NA;5;NA;8;0.566
1435562;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Mystacides;NA;azurea;Mystacides azurea;Linnaeus 1761;NA;M_azurea;specie;NA;0;2;Leptoceridae;6;Mystacides;8;NA;NA;5.5;0.48
1435559;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Mystacides;NA;longicornis;Mystacides azurea;Linnaeus 1758;NA;M_longicornis;specie;NA;NA;3;Leptoceridae;6;Mystacides;8;NA;NA;6;0.69
9208303;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Mystacides;NA;NA;Mystacides;NA;NA;Mystacides;genus;NA;NA;NA;Leptoceridae;6;Mystacides;8;NA;NA;5.5;0.394
4481587;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Mystacides;NA;nigra;Mystacides azurea;Linnaeus 1758;NA;M_nigra;specie;NA;NA;3;Leptoceridae;6;Mystacides;8;NA;NA;6;0.69
4395;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;NA;NA;NA;Leptoceridae;NA;NA;Leptoceridae;family;NA;NA;NA;Leptoceridae;6;NA;NA;NA;NA;NA;NA
1436389;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Oecetis;NA;testacea;Oecetis testacea;Curtis 1834;NA;O_testacea;specie;NA;NA;2;Leptoceridae;6;O_testacea;5;NA;NA;5.5;0.304
1435754;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Leptoceridae;NA;NA;Triaenodes;NA;bicolor;Triaenodes bicolor;Curtis 1834;NA;T_bicolor;specie;NA;NA;2;Leptoceridae;6;NA;NA;NA;NA;6;0.3
1441797;urn:lsid:faunaeur.org:taxname:410495;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;AIIogamus;NA;uncatus;AIIogamus uncatus;Brauer 1857;Erbivori;A_uncatus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
1441789;urn:lsid:faunaeur.org:taxname:410475;urn:lsid:catalogueoflife.org:taxon:5886996c-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Allogamus;NA;antennatus;Allogamus antennatus;McLachlan 1876;Erbivori;A_antennatus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1441778;urn:lsid:faunaeur.org:taxname:410476;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Allogamus;NA;auricollis;Allogamus auricollis;Pictet 1834;Erbivori;A_auricollis;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;1;NA;NA
1441777;urn:lsid:faunaeur.org:taxname:410473;urn:lsid:catalogueoflife.org:taxon:49f4c411-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Allogamus;NA;NA;Allogamus;NA;Erbivori;Allogamus;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442870;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Annitella;NA;obscurata;Annitella obscurata;McLachlan 1876;NA;A_obscurata;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;2;NA;NA
1442358;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Anomalopterygella;NA;chauvinia;Anomalopterygella chauvinia;Stein 1874;NA;A_chauvinia;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;2;NA;NA
1442291;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Chaetopteryx;NA;major;Chaetopteryx major;McLachlan 1876;NA;C_major;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
1442276;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Chaetopteryx;NA;NA;Chaetopteryx;NA;NA;Chaetopteryx;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.3;5;NA;NA
1442307;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Chaetopteryx;NA;villosa;Chaetopteryx villosa;Fabricius 1798;NA;C_villosa;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.659
1441861;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;biguttatus;Drusus biguttatus;Pictet 1834;NA;D_biguttatus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
1441805;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;chrysotus;Drusus chrysotus;Rambur 1842;NA;D_chrysotus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;3;NA;NA
1441821;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;discolor;Drusus discolor;Rambur 1842;NA;D_discolor;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
1441847;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;improvisus;Drusus improvisus;McLachlan 1884;NA;D_improvisus_cf;specie_cf;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;5;NA;NA
4801602;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;monticola;Drusus monticola;McLachlan 1876;NA;D_monticola;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;5;NA;NA
1441830;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;muelleri;Drusus muelleri;McLachlan 1868;NA;D_muelleri;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;5;NA;NA
1441798;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Drusus;NA;NA;Drusus;NA;NA;Drusus;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;5;NA;NA
