GBIF;faunaeur;Catalogue;AlgaeBase;Limnological_Rank;Kingdom;Phylum;Subphylum;Class;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Feeding;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
1407190;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Leptophlebiidae;NA;NA;Leptophlebia;NA;NA;Leptophlebia;NA;NA;Leptophlebia;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;3;2;0.133
4481234;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Leptophlebiidae;NA;NA;Leptophlebia;NA;vespertina;Leptophlebia vespertina;Linnaeus 1758;NA;L_vespertina;specie;NA;0;4;Leptophlebiidae;6;NA;NA;4.5;3;2;0.133
7868;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Leptophlebiidae;NA;NA;NA;NA;NA;Leptophlebiidae;NA;NA;Leptophlebiidae;family;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;NA;NA;NA
1407240;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Leptophlebiidae;NA;NA;Paraleptophlebia;NA;NA;Paraleptophlebia;NA;NA;Paraleptophlebia;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;4.9;NA;8;0.353
4481237;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Leptophlebiidae;NA;NA;Paraleptophlebia;NA;submarginata;Paraleptophlebia submarginata;Stephens 1835;NA;P_submarginata;specie;NA;NA;NA;Leptophlebiidae;6;P_submarginata;9;4.9;4;8;0.353
1408381;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Metretopodidae;NA;NA;Metretopus;NA;borealis;Metretopus borealis;Eaton 1871;NA;M_borealis;specie;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
1407166;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Parameletus;NA;chelifer;Parameletus chelifer;Bengtsson 1908;NA;P_chelifer;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
4481024;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;aestivalis;Siphlonurus aestivalis;Eaton 1903;NA;S_aestivalis;specie;0.5;0.5;2;NA;NA;NA;NA;NA;3;4.67;0.502
1407136;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;alternatus;Siphlonurus alternatus;Say 1824;NA;S_alternatus;specie;0.5;NA;2;NA;NA;NA;NA;NA;3;6;0.502
4481038;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;lacustris;Siphlonurus lacustris;Eaton 1870;NA;S_lacustris;specie;0.5;NA;3;NA;NA;NA;NA;NA;3;4.67;0.502
4481030;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;linnaeanus;Siphlonurus linnaeanus;Eaton 1871;NA;S_linnaeanus;specie;0.5;0.5;NA;NA;NA;NA;NA;NA;3;4.67;0.502
1407116;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;NA;Siphlonurus;NA;NA;Siphlonurus;genus;0.5;NA;NA;NA;NA;NA;NA;NA;3;4.67;0.502
2049905;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Hemiptera;Corixidae;NA;NA;Arctocorisa;NA;carinata;Arctocorisa carinata;Sahlberg 1819;NA;A_carinata;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4485351;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Hemiptera;Veliidae;NA;NA;Velia;NA;caprai;Velia caprai;Tamanini 1947;NA;V_caprai;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
5205;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Megaloptera;Sialidae;NA;NA;NA;NA;NA;Sialidae;NA;NA;Sialidae;family;NA;NA;NA;Sialidae;6;NA;NA;NA;NA;NA;NA
5101327;urn:lsid:faunaeur.org:taxname:84806;urn:lsid:catalogueoflife.org:taxon:682b1778-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Megaloptera;Sialidae;NA;NA;Sialis;NA;fuliginosa;Sialis fuliginosa;Pictet 1836;Predatori;S_fuliginosa;specie;NA;NA;NA;Sialidae;6;NA;NA;4.3;4;5;0.289
5101313;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Megaloptera;Sialidae;NA;NA;Sialis;NA;lutaria;Sialis lutaria;Linnaeus 1758;NA;S_lutaria;specie;NA;NA;NA;Sialidae;6;S_lutaria;5;4.8;4;4;0.25
1730333;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Megaloptera;Sialidae;NA;NA;Sialis;NA;NA;Sialis;NA;NA;Sialis;genus;NA;NA;NA;Sialidae;6;NA;NA;NA;4;NA;NA
5165705;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Neuroptera;Osmylidae;NA;NA;Osmylus;NA;fulvicephalus;Osmylus fulvicephalus;Scopoli 1763;NA;O_fulvicephalus;specie;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
9453665;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Aeshnidae;NA;NA;Aeshna;NA;cyanea;Aeshna cyanea;Müller 1764;NA;A_cyanea;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425165;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Aeshnidae;NA;NA;Aeshna;NA;NA;Aeshna;NA;NA;Aeshna;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1427037;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Calopterygidae;NA;NA;Calopteryx;NA;virgo;Calopteryx virgo;Linnaeus 1758;NA;C_virgo;specie;NA;NA;NA;NA;NA;NA;NA;5.1;NA;6;0.387
4211;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Calopterygidae;NA;NA;NA;NA;NA;Calopterygidae;NA;NA;Calopterygidae;family;NA;NA;NA;Calopterygidae;6;NA;NA;NA;NA;NA;NA
8577;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;NA;Coenagrionidae;NA;NA;Coenagrionidae;family;NA;NA;NA;Coenagrionidae;6;NA;NA;NA;NA;NA;NA
1421193;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Cordulegastridae;NA;NA;Cordulegaster;NA;bidentata;Cordulegaster bidentata;Selys-Longchamps 1843;NA;C_bidentata;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1421161;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Cordulegastridae;NA;NA;Cordulegaster;NA;boltonii;Cordulegaster boltonii;Donovan 1807;NA;C_boltonii;specie;NA;NA;NA;NA;NA;C_boltonii;5;5.6;2;NA;NA
7845669;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Corduliidae;NA;NA;Somatochlora;NA;metallica;Somatochlora metallica;Vander Linden 1825;NA;S_metallica;specie;NA;NA;NA;NA;NA;NA;NA;5.1;NA;NA;NA
1424036;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Lestidae;NA;NA;Lestes;NA;viridis;Lestes viridis;Vander Linden 1825;NA;L_viridis;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1428715;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Libellulidae;NA;NA;Orthetrum;NA;brunneum;Orthetrum brunneum;Fonscolombe 1837;NA;O_brunneum;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1428581;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Libellulidae;NA;NA;Orthetrum;NA;NA;Orthetrum;NA;NA;Orthetrum;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151888;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;atra;Capnia atra;Morton 1896;NA;C_atra;specie;0.5;0.5;2;NA;NA;NA;NA;NA;NA;6;0.661
5151945;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;bifrons;Capnia bifrons;Newman 1838;NA;C_bifrons;specie;0.5;NA;2;NA;NA;NA;NA;NA;NA;4;0.661
2002304;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;NA;Capnia;NA;NA;Capnia;genus;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151939;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;nigra;Capnia nigra;Pictet & F.J. 1833;NA;C_nigra;specie;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151840;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;pygmaea;Capnia pygmaea;Zetterstedt 1840;NA;C_pygmaea;specie;0.5;0.5;2;NA;NA;NA;NA;NA;NA;NA;NA
5151964;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnia;NA;vidua;Capnia vidua;Klapálek 1904;NA;C_vidua;specie;0.5;NA;NA;NA;NA;NA;NA;NA;3;2;0.661
2002476;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Capniidae;NA;NA;Capnopsis;NA;schilleri;Capnopsis schilleri;Rostock 1892;NA;C_schilleri;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
2003916;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;Chloroperla;NA;tripunctata;Chloroperla tripunctata;Scopoli 1763;NA;C_tripunctata;specie;NA;NA;NA;NA;NA;C_tripunctata;5;NA;NA;8;0.261
9387;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;NA;NA;NA;Chloroperlidae;NA;NA;Chloroperlidae;family;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;NA;NA;NA
2003819;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;burmeisteri;Siphonoperla burmeisteri;Pictet & F.J. 1841;NA;S_burmeisteri;specie;NA;0;3;Chloroperlidae;1;NA;NA;NA;3;NA;NA
2003812;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;NA;Siphonoperla;NA;NA;Siphonoperla;genus;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;3;NA;NA
2003833;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;torrentium;Siphonoperla torrentium;Pictet & F.J. 1841;NA;S_torrentium;specie;NA;NA;NA;Chloroperlidae;1;S_torrentium;5;NA;3;2;0.261
2003855;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Chloroperlidae;NA;NA;Xanthoperla;NA;apicalis;Xanthoperla apicalis;Scopoli 1763;NA;X_apicalis;specie;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA
2001897;urn:lsid:faunaeur.org:taxname:86267;urn:lsid:catalogueoflife.org:taxon:51911555-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;hexacantha;Leuctra hexacantha;Despax 1940;Detritivori;L_hexacantha;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;5;NA;NA
10278948;urn:lsid:faunaeur.org:taxname:86198;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra ;NA;NA;Leuctra;NA;Detritivori;Leuctra;genus;NA;NA;NA;Leuctridae;1;NA;NA;NA;5;NA;NA
2001871;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;albida;Leuctra albida;Kempny 1899;NA;L_albida;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001926;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;alpina;Leuctra alpina;Kühtreiber 1934;NA;L_alpina;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001918;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;aurita;Leuctra aurita;Navás 1919;NA;L_aurita;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001977;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;autumnalis;Leuctra autumnalis;Aubert 1948;NA;L_autumnalis;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;4;NA;NA
2001953;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;braueri;Leuctra braueri;Kempny 1898;NA;L_braueri;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;3;NA;NA
2001945;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;digitata;Leuctra digitata;Kempny 1899;NA;L_digitata;specie;NA;NA;4;Leuctridae;1;NA;NA;4.3;3;NA;NA
2001954;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;fusca;Leuctra fusca;Linnaeus 1758;NA;L_fusca;specie;0.5;0;NA;Leuctridae;1;L_fusca;7;5;3;4;0.438
2001671;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;geniculata;Leuctra geniculata;Stephens 1836;NA;L_geniculata;specie;NA;NA;NA;Leuctridae;1;L_geniculata;8;NA;5;8;0.438
2001976;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;hippopus;Leuctra hippopus;Kempny 1899;NA;L_hippopus;specie;NA;0;4;Leuctridae;1;L_hippopus;4;4.3;5;2;0.438
2001864;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;inermis;Leuctra inermis;Kempny 1899;;L_inermis;specie;NA;NA;NA;Leuctridae;1;L_inermis;5;NA;4;4;0.438
2001985;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;nigra;Leuctra nigra;Olivier 1811;NA;L_nigra;specie;NA;0;4;Leuctridae;1;L_nigra;5;4.3;5;2;0.438
2001889;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;pseudocingulata;Leuctra pseudocingulata;H.Mendl 1968;;L_pseudocingulata;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;4;NA;NA
2001802;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;Leuctra;NA;rauscheri;Leuctra rauscheri;Aubert 1957;;L_rauscheri;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;4;NA;NA
2998;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Leuctridae;NA;NA;NA;NA;NA;Leuctridae;NA;NA;Leuctridae;family;NA;NA;NA;Leuctridae;1;NA;NA;NA;NA;NA;NA
787;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;NA;NA;NA;Plecoptera;NA;NA;Plecoptera;NA;NA;Plecoptera;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002999;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Amphinemura;NA;borealis;Amphinemura borealis;Morton 1894;NA;A_borealis;specie;NA;0;3;Nemouridae;1;NA;NA;5;NA;NA;NA
2002863;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Amphinemura;NA;NA;Amphinemura;NA;NA;Amphinemura;genus;NA;NA;NA;Nemouridae;1;NA;NA;NA;4;NA;NA
2003049;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Amphinemura;NA;standfussi;Amphinemura standfussi;Ris 1902;NA;A_standfussi;specie;NA;0;4;Nemouridae;1;NA;NA;NA;4;4;0.384
2002879;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Amphinemura;NA;sulcicollis;Amphinemura sulcicollis;Stephens 1836;NA;A_sulcicollis;specie;NA;0;4;Nemouridae;1;A_sulcicollis;5;NA;3;2.5;0.384
2002968;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Amphinemura;NA;triangularis;Amphinemura triangularis;Ris 1902;NA;A_triangularis;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;3;NA;NA
2997;urn:lsid:faunaeur.org:taxname:12094;urn:lsid:catalogueoflife.org:taxon:e5bd90b5-e319-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;NA;NA;NA;Nemouridae;NA;Detritivori;Nemouridae;family;NA;NA;NA;Nemouridae;1;NA;NA;NA;NA;NA;NA
2003559;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Nemoura;NA;avicularis;Nemoura avicularis;Morton 1894;NA;N_avicularis;specie;NA;0;3;Nemouridae;1;Nemoura  ;5;4.3;4;3;0.526
2003565;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Nemoura;NA;flexuosa;Nemoura flexuosa;Aubert 1949;NA;N_flexuosa;specie;NA;NA;NA;Nemouridae;1;Nemoura  ;5;5;2;NA;NA
2003419;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Nemoura;NA;mortoni;Nemoura mortoni;Ris 1902;NA;N_mortoni;specie;NA;NA;NA;Nemouridae;1;Nemoura  ;5;NA;NA;NA;NA
2003218;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;caprai;Protonemura caprai;Aubert 1954;NA;P_caprai;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;NA;NA;NA
2003299;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;hrabei;Protonemura hrabei;Raušer 1956;NA;P_hrabei;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;2;NA;NA
2003288;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;intricata;Protonemura intricata;Ris 1902;NA;P_intricata;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;4;NA;NA
2003192;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;lateralis;Protonemura lateralis;Pictet & F.J. 1836;NA;P_lateralis;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;4;NA;NA
2003206;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;meyeri;Protonemura meyeri;Pictet & F.J. 1841;NA;P_meyeri;specie;NA;0;4;Nemouridae;1;P_meyeri;4;5;4;2;0.384
2003262;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;montana;Protonemura montana;Kimmins 1941;;P_montana;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;2;NA;NA
2003314;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;nimborum;Protonemura nimborum;Ris 1902;NA;P_nimborum;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;2;NA;NA
2003325;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;nitida;Protonemura nitida;Pictet & F.J. 1836;NA;P_nitida;specie;NA;NA;NA;Nemouridae;1;NA;NA;NA;3;NA;NA
2003270;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;NA;NA;Protonemura;NA;praecox;Protonemura praecox;Morton 1894;NA;P_praecox;specie;NA;NA;NA;Nemouridae;1;P_praecox;6;NA;4;8;0.384
2002881;urn:lsid:faunaeur.org:taxname:86037;urn:lsid:catalogueoflife.org:taxon:5307c924-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;Nemourinae;NA;Nemoura;NA;cinerea;Nemoura cinerea;Retzius 1783;Detritivori;N_cinerea;specie;NA;0;4;Nemouridae;1;Nemoura  ;5;4.3;5;2;0.323
2001440;urn:lsid:faunaeur.org:taxname:85993;;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;Nemourinae;NA;Nemoura  ;NA;NA;Nemoura;NA;Detritivori;Nemoura;genus;NA;NA;NA;Nemouridae;1;Nemoura  ;5;NA;5;2;0.399
2002691;urn:lsid:faunaeur.org:taxname:86025;urn:lsid:catalogueoflife.org:taxon:4ed1218c-d35f-11e6-9d3f-bc764e092680:col20170127;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;Nemourinae;NA;Nemurella ;NA;pictetii;Nemurella pictetii;Klapalek 1900;Detritivori;N_pictetii;specie;NA;0;4;Nemouridae;1;N_pictetii;1;4.3;5;2;0.384
2003179;urn:lsid:faunaeur.org:taxname:86086;urn:lsid:catalogueoflife.org:taxon:5194d4e9-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Nemouridae;Nemourinae;NA;Protonemura;NA;NA;Protonemura;NA;Detritivori;Protonemura;genus;NA;NA;NA;Nemouridae;1;NA;NA;NA;5;NA;NA
2005247;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlidae;NA;NA;Dinocras;NA;cephalotes;Dinocras cephalotes;Curtis 1827;NA;D_cephalotes;specie;0.5;0.5;1;Perlidae;6;D_cephalotes;10;NA;2;NA;NA
7223;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlidae;NA;NA;NA;NA;NA;Perlidae;NA;NA;Perlidae;family;NA;NA;NA;Perlidae;6;NA;NA;NA;NA;NA;NA
5152263;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlidae;NA;NA;Perla;NA;bipunctata;Perla bipunctata;Pictet & F.J. 1833;NA;P_bipunctata;specie;NA;NA;NA;Perlidae;6;P_bipunctata;8;NA;1;NA;NA
5152227;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlidae;NA;NA;Perla;NA;marginata;Perla marginata;Panzer 1799;NA;P_marginata;specie;NA;NA;NA;Perlidae;6;NA;NA;NA;2;NA;NA
2001220;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlidae;NA;NA;Perla;NA;NA;Perla;NA;NA;Perla;genus;NA;NA;NA;Perlidae;6;NA;NA;NA;1;NA;NA
2004357;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Arcynopteryx;NA;compacta;Arcynopteryx compacta;McLachlan 1872;NA;A_compacta;specie;0.5;0.5;NA;Perlodidae;2;NA;NA;NA;4;NA;NA
2004434;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Dictyogenus;NA;fontium;Dictyogenus fontium;Ris 1896;NA;D_fontium;specie;NA;NA;NA;Perlodidae;2;NA;NA;NA;NA;NA;NA
5986716;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Diura;NA;bicaudata;Diura bicaudata;Linnaeus 1758;NA;D_bicaudata;specie;0.5;0.5;2;Perlodidae;2;D_bicaudata;3;4.7;5;4.67;0.587
5986713;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Plecoptera;Perlodidae;NA;NA;Diura;NA;NA;Diura;NA;NA;Diura;genus;0.5;NA;NA;Perlodidae;2;NA;NA;NA;NA;NA;NA
