GBIF;Kingdom;Phylum;Subphylum;Class;Subclass;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
1450610;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Paratanytarsus;NA;austriacus;Paratanytarsus austriacus;Kieffer, 1924;P_austriacus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1450575;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Paratanytarsus;NA;laccophilus;Paratanytarsus laccophilus;Edwards, 1929;P_laccophilus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1450500;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Paratanytarsus;NA;NA;Paratanytarsus;NA;Paratanytarsus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1452161;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Tanytarsus;NA;lugens;Tanytarsus gr. lugens;Thienemann & Kieffer, 1916;T_lugens;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1451718;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Tanytarsus;NA;NA;Tanytarsus;NA;Tanytarsus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1451848;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Chironominae;Tanytarsini;Tanytarsus;NA;niger;Tanytarsus niger;Soegaard Andersen, 1937;T_niger;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1445876;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Boreoheptagyiini;Boreoheptagyia;NA;NA;Boreoheptagyia;NA;Boreoheptagyia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452630;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Diamesa;NA;cinerella;Diamesa cinerella;Meigen, 1835;D_cinerella;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452638;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Diamesa;NA;latitarsis;Diamesa latitarsis;Goetghebeuer, 1921;D_latitarsis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
8545211;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Diamesa;NA;NA;Diamesa;NA;Diamesa;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
tribe_1447076;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;NA;NA;NA;Diamesini;NA;Diamesini;tribe;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447076;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pagastia;NA;NA;Pagastia;NA;Pagastia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447089;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pagastia;NA;orientalis;Pagastia orientalis;Chernovskii, 1949;P_orientalis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445515;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Potthastia;NA;gaedii;Potthastia gaedii;Meigen, 1838;P_gaedii;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445509;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Potthastia;NA;NA;Potthastia;NA;Potthastia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451078;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Protanypus;NA;NA;Protanypus;NA;Protanypus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1455688;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudodiamesa;NA;branickii;Pseudodiamesa branickii;Nowicki, 1873;P_branickii;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;3;NA;NA
1455682;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudodiamesa;NA;NA;Pseudodiamesa;NA;Pseudodiamesa;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1455701;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudodiamesa;NA;nivosa;Pseudodiamesa nivosa;Goetghebuer, 1928;P_nivosa;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
fe_409187;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudodiamesa;Pseudodiamesa;NA;Pseudodiamesa_Sub;NA;Pseudodiamesa_Sub;subgenus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452740;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudokiefferiella;NA;NA;Pseudokiefferiella;NA;Pseudokiefferiella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452741;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Pseudokiefferiella;NA;parva;Pseudokiefferiella parva;Edwards, 1932;P_parva;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445911;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Sympotthastia;NA;NA;Sympotthastia;NA;Sympotthastia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445912;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;Diamesini;Sympotthastia;NA;spinifera;Sympotthastia spinifera;Serra-Tosio, 1968;S_spinifera;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
subf_1447076;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Diamesinae;NA;NA;NA;NA;Diamesinae;NA;Diamesinae;subfamily;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453069;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;NA;NA;Arctopelopia;NA;NA;Arctopelopia;NA;Arctopelopia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
3343;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;NA;NA;NA;NA;NA;Chironomidae;NA;Chironomidae;family;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446308;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;NA;NA;Sublettea;NA;NA;Sublettea;NA;Sublettea;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1454593;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Brillia;NA;modesta;Brillia modesta;Meigen, 1830;B_modesta;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;4;NA;NA
1454579;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Brillia;NA;NA;Brillia;NA;Brillia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451445;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Bryophaenocladius;NA;NA;Bryophaenocladius;NA;Bryophaenocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451457;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Bryophaenocladius;NA;subvernalis;Bryophaenocladius subvernalis;Edwards, 1929;B_subvernalis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452954;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Camptocladius;NA;NA;Camptocladius;NA;Camptocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452956;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Camptocladius;NA;stercorarius;Camptocladius stercorarius;De Geer, 1776;C_stercorarius;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
7349179;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Cardiocladius;NA;NA;Cardiocladius;NA;Cardiocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445723;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Chaetocladius;NA;NA;Chaetocladius;NA;Chaetocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445725;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Chaetocladius;NA;vitellinus;Chaetocladius gr. vitellinus;Kieffer, 1908;C_gr_vitellinus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452287;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Corynoneura;NA;lacustris;Corynoneura lacustris;Edwards, 1924;C_lacustris;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452290;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Corynoneura;NA;lobata;Corynoneura lobata;Edwards, 1924;C_lobata;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452255;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Corynoneura;NA;NA;Corynoneura;NA;Corynoneura;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452334;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Corynoneura;NA;scutellata;Corynoneura scutellata;Winnertz, 1846;C_scutellata;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1454015;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Cricotopus;NA;NA;Cricotopus;NA;Cricotopus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452887;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;brehmi;Eukiefferiella gr. Brehmi;Gouin, 1943;E_brehmi;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452850;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;brevicalcar;Eukiefferiella cf. brevicalcar;Kieffer, 1911;E_brevicalcar;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452882;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;claripennis;Eukiefferiella cf. claripennis;Lundbeck, 1898;E_claripennis;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452842;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;minor;Eukiefferiella minor;Edwards, 1929;E_minor;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1452831;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Eukiefferiella;NA;NA;Eukiefferiella;NA;Eukiefferiella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447036;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Heleniella;NA;NA;Heleniella;NA;Heleniella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451071;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Heterotanytarsus;NA;apicalis;Heterotanytarsus apicalis;Kieffer, 1921;H_apicalis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451068;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Heterotanytarsus;NA;NA;Heterotanytarsus;NA;Heterotanytarsus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446335;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Heterotrissocladius;NA;marcidus;Heterotrissocladius marcidus;Walker, 1856;H_marcidus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;4;NA;NA
1446312;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Heterotrissocladius;NA;NA;Heterotrissocladius;NA;Heterotrissocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1456540;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Krenosmittia;NA;NA;Krenosmittia;NA;Krenosmittia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1454396;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Limnophyes;NA;NA;Limnophyes;NA;Limnophyes;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450156;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Metriocnemus;NA;NA;Metriocnemus;NA;Metriocnemus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
fe_407917;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;NA;NA;NA;Orthocladiinae;NA;Orthocladiinae;subfamily;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
sub_1449235;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Orthocladius;Eudactylocladius;NA;Eudactylocladius;NA;Eudactylocladius;subgenus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447202;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Orthocladius;NA;frigidus;Orthocladius frigidus;Zetterstedt, 1838;O_frigidus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;4;NA;NA
1447114;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Orthocladius;NA;NA;Orthocladius;NA;Orthocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
gr_1454015;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Orthocladius_Cricotopus;NA;NA;Orthocladius/Cricotopus;NA;Orthocladius_Cricotopus;supragenericname;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445979;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Paracladius;NA;NA;Paracladius;NA;Paracladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451175;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parakiefferiella;NA;bathophila;Parakiefferiella bathophila;NA;P_bathophila;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1451142;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parakiefferiella;NA;NA;Parakiefferiella;NA;Parakiefferiella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446100;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parametriocnemus;NA;boreoalpina;Parametriocnemus boreoalpina;Gouin & Thienemann, 1942;P_boreoalpina;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446081;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parametriocnemus;NA;NA;Parametriocnemus;NA;Parametriocnemus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446104;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parametriocnemus;NA;stylatus;Parametriocnemus stylatus;Kieffer, 1924;P_stylatus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
5055302;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Paratrichocladius;NA;NA;Paratrichocladius;NA;Paratrichocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453196;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parorthocladius;NA;NA;Parorthocladius;NA;Parorthocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453204;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Parorthocladius;NA;nudipennis;Parorthocladius nudipennis;Kieffer & Thienemann, 1908;P_nudipennis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446644;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Psectrocladius;NA;NA;Psectrocladius;NA;Psectrocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
gr_1446753;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Psectrocladius;NA;sordidellus;Psectrocladius gr. sordidellus;Zetterstedt, 1838;P_sordidellus;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1445528;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Pseudosmittia;NA;NA;Pseudosmittia;NA;Pseudosmittia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447439;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Rheocricotopus;NA;effusus;Rheocricotopus effusus;Walker, 1856;R_effusus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447432;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Rheocricotopus;NA;fuscipes;Rheocricotopus fuscipes;Kieffer, 1909;R_fuscipes;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447370;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Rheocricotopus;NA;NA;Rheocricotopus;NA;Rheocricotopus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1454992;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Smittia;NA;NA;Smittia;NA;Smittia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447793;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Stilocladius;NA;montanus;Stilocladius montanus;Rossaro, 1979;S_montanus;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447791;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Stilocladius;NA;NA;Stilocladius;NA;Stilocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448994;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Synorthocladius;NA;NA;Synorthocladius;NA;Synorthocladius;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448997;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Synorthocladius;NA;semivirens;Synorthocladius semivirens;Kieffer, 1909;S_semivirens;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1455301;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Thienemanniella;NA;clavicornis;Thienemanniella clavicornis;Kieffer, 1911;T_clavicornis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1455279;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Thienemanniella;NA;NA;Thienemanniella;NA;Thienemanniella;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446288;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Tvetenia;NA;calvescens;Tvetenia calvescens;Edwards, 1929;T_calvescens;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
4297594;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Tvetenia;NA;discoloripes;Tvetenia discoloripes;Goetghebuer & Thienemann, 1936;T_discoloripes;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1446282;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Orthocladiinae;NA;Tvetenia;NA;NA;Tvetenia;NA;Tvetenia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453029;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Monodiamesa;NA;bathyphila;Monodiamesa bathyphila;Kieffer, 1918;M_bathyphila;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1453019;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Monodiamesa;NA;NA;Monodiamesa;NA;Monodiamesa;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448918;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Odontomesa;NA;fulva;Odontomesa fulva;Kieffer, 1919;O_fulva;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1448914;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Odontomesa;NA;NA;Odontomesa;NA;Odontomesa;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447595;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Prodiamesa;NA;NA;Prodiamesa;NA;Prodiamesa;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447598;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Prodiamesa;NA;olivacea;Prodiamesa olivacea;Meigen, 1818;P_olivacea;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447596;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Prodiamesinae;NA;Prodiamesa;NA;rufovittata;Prodiamesa rufovittata;Goetghebuer & Thienemann, 1932;P_rufovittata;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450272;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Macropelopiini;Apsectrotanypus;NA;NA;Apsectrotanypus;NA;Apsectrotanypus;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450281;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Macropelopiini;Apsectrotanypus;NA;trifascipennis;Apsectrotanypus trifascipennis;Zetterstedt, 1838;A_trifascipennis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447580;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Macropelopiini;Macropelopia;NA;adaucta;Macropelopia cf. adaucta;Kieffer, 1916;M_adaucta;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1447525;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Macropelopiini;Macropelopia;NA;NA;Macropelopia;NA;Macropelopia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
fe_409291;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;NA;NA;NA;NA;Tanypodinae;NA;Tanypodinae;subfamily;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;5;NA;NA
1450425;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Pentaneurini;Ablabesmyia;NA;longistyla;Ablabesmyia pr. longistyla;Fittkau, 1962;A_longistyla;speciesAggregate;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450453;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Pentaneurini;Ablabesmyia;NA;monilis;Ablabesmyia monilis;Linnaeus, 1758;A_monilis;specie;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
1450386;Animalia;Arthropoda;Hexapoda;Insecta;NA;Diptera;Chironomidae;Tanypodinae;Pentaneurini;Ablabesmyia;NA;NA;Ablabesmyia;NA;Ablabesmyia;genus;NA;NA;NA;Chironomidae;4;Chironomidae;5;NA;NA;NA;NA
