GBIF;Kingdom;Phylum;Subphylum;Class;Subclass;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
1442619;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Limnephilus;NA;vittatus;Limnephilus vittatus;Fabricius, 1798;L_vittatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442446;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Melampophylax;NA;melampus;Melampophylax melampus;McLachlan, 1876;M_melampus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442437;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Melampophylax;NA;NA;Melampophylax;NA;Melampophylax;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442121;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Mesophylax;NA;NA;Mesophylax;NA;Mesophylax;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
4482123;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Micropterna;NA;lateralis;Micropterna lateralis;Stephens, 1837;M_lateralis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.3;4;2;0.325
8844306;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Micropterna;NA;NA;Micropterna;NA;Micropterna;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.3;5;2;0.325
1442194;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Nemotaulius;NA;NA;Nemotaulius;NA;Nemotaulius;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442204;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Nemotaulius;NA;punctatolineatus;Nemotaulius punctatolineatus;Retzius, 1783;N_punctatolineatus;specie;NA;NA;4;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.175
1441658;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Parachiona;NA;NA;Parachiona;NA;Parachiona;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1441659;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Parachiona;NA;picicornis;Parachiona picicornis;Pictet, 1834;P_picicornis;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
5054428;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Potamophylax;NA;cingulatus;Potamophylax cingulatus;Stephens, 1837;P_cingulatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;2;0.222
5054450;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Potamophylax;NA;latipennis;Potamophylax latipennis;Curtis, 1834;P_latipennis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;2;0.222
1442833;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Potamophylax;NA;NA;Potamophylax;NA;Potamophylax;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;NA;NA
5054437;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Potamophylax;NA;nigricornis;Potamophylax nigricornis;Pictet, 1834;P_nigricornis;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.5;2;NA;NA
1442040;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Pseudopsilopteryx;NA;NA;Pseudopsilopteryx;NA;Pseudopsilopteryx;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442041;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Pseudopsilopteryx;NA;zimmeri;Pseudopsilopteryx zimmeri;McLachlan, 1876;P_zimmeri;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
5054362;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Stenophylax;NA;mucronatus;Stenophylax mucronatus;McLachlan, 1880;S_mucronatus;speciesAggregate;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1441986;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Stenophylax;NA;NA;Stenophylax;NA;Stenophylax;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
5054365;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;Limnephilinae;NA;Stenophylax;NA;permistus;Stenophylax permistus;McLachlan, 1895;S_permistus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.325
4396;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Limnephilidae;NA;NA;NA;NA;NA;Limnephilidae;NA;Limnephilidae;family;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1437382;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Molannidae;NA;NA;Molanna;NA;angustata;Molanna angustata;Curtis, 1834;M_angustata;specie;NA;0;3;NA;NA;NA;NA;5.1;NA;3;0.569
1437358;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Molannidae;NA;NA;Molanna;NA;NA;Molanna;NA;Molanna;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1437330;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Molannidae;NA;NA;Molannodes;NA;NA;Molannodes;NA;Molannodes;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1437347;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Molannidae;NA;NA;Molannodes;NA;tinctus;Molannodes tinctus;Zetterstedt, 1840;M_tinctus;specie;NA;0;3;NA;NA;NA;NA;4.9;NA;NA;NA
7970;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Molannidae;NA;NA;NA;NA;NA;Molannidae;NA;Molannidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1003;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;NA;NA;NA;NA;NA;NA;Trichoptera;NA;Trichoptera;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4397;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Odontoceridae;NA;NA;NA;NA;NA;Odontoceridae;NA;Odontoceridae;family;NA;NA;NA;Odontoceridae;6;NA;NA;NA;NA;NA;NA
1437449;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Odontoceridae;NA;NA;Odontocerum;NA;albicorne;Odontocerum albicorne;Scopoli, 1763;O_albicorne;specie;NA;NA;NA;Odontoceridae;6;O_albicorne;8;NA;4;NA;NA
1437448;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Odontoceridae;NA;NA;Odontocerum;NA;NA;Odontocerum;NA;Odontocerum;genus;NA;NA;NA;Odontoceridae;6;NA;NA;NA;NA;NA;NA
1431348;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Chimarra;NA;marginata;Chimarra marginata;Linnaeus, 1767;C_marginata;specie;NA;NA;1;Philopotamidae;3;NA;NA;NA;NA;NA;NA
1430802;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Chimarra;NA;NA;Chimarra;NA;Chimarra;genus;NA;NA;NA;Philopotamidae;3;NA;NA;NA;NA;NA;NA
7973;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;NA;NA;NA;Philopotamidae;NA;Philopotamidae;family;NA;NA;NA;Philopotamidae;3;NA;NA;NA;NA;NA;NA
5054434;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;luctuosus;Potamophylax luctuosus;Piller & Mitterpacher, 1783;P_luctuosus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431740;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;ludificatus;Philopotamus ludificatus;McLachlan, 1878;P_ludificatus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;2;NA;NA
1431748;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;montanus;Philopotamus montanus;Donovan, 1813;P_montanus;specie;0.5;0.5;NA;Philopotamidae;3;P_montanus;8;NA;3;NA;NA
8046676;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;NA;Philopotamus;NA;Philopotamus;genus;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431736;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;variegatus;Philopotamus variegatus;Scopoli, 1763;P_variegatus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431549;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;NA;Wormaldia;NA;Wormaldia;genus;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;NA;8;0.57
1431624;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;occipitalis;Wormaldia occipitalis;Pictet, 1834;W_occipitalis;specie;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;3;8;0.57
1431606;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;pulla;Wormaldia pulla;McLachlan, 1878;W_pulla;specie;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;2;8;0.57
1431569;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;subnigra;Wormaldia subnigra;McLachlan, 1865;W_subnigra;specie;NA;NA;1;Philopotamidae;3;Wormaldia;NA;NA;NA;NA;NA
1441020;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;NA;Agrypnia;NA;Agrypnia;genus;NA;NA;NA;NA;NA;NA;NA;4.8;NA;2;0.32
1441039;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;obsoleta;Agrypnia obsoleta;Hagen, 1864;A_obsoleta;specie;NA;0;NA;NA;NA;NA;NA;NA;NA;2;0.328
1441028;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;pagetana;Agrypnia pagetana;Curtis, 1835;A_pagetana;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0.32
1440933;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Hagenella;NA;clathrata;Hagenella clathrata;Kolenati, 1848;H_clathrata;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0.32
1440931;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Hagenella;NA;NA;Hagenella;NA;Hagenella;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7975;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;NA;NA;NA;Phryganeidae;NA;Phryganeidae;family;NA;NA;NA;NA;NA;NA;NA;4.8;NA;2;NA
1440914;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Oligostomis;NA;NA;Oligostomis;NA;Oligostomis;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1441045;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Oligostomis;NA;reticulata;Oligostomis reticulata;Linnaeus, 1761;O_reticulata;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
1441044;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Oligotricha;NA;NA;Oligotricha;NA;Oligotricha;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1440923;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Oligotricha;NA;striata;Oligotricha striata;Linnaeus, 1758;O_striata;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1441007;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Phryganea;NA;grandis;Phryganea grandis;Linnaeus, 1758;P_grandis;specie;NA;0;NA;NA;NA;NA;NA;NA;3;2;0.255
1431356;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Phryganeidae;NA;NA;Phryganea;NA;NA;Phryganea;NA;Phryganea;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5053359;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;flavidus;Cyrnus flavidus;McLachlan, 1864;C_flavidus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.391
5053360;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;insolitus;Cyrnus insolitus;McLachlan, 1878;C_insolitus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2;0.316
1437806;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;NA;Cyrnus;NA;Cyrnus;genus;NA;0;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.392
5053363;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;trimaculatus;Cyrnus trimaculatus;Curtis, 1834;C_trimaculatus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.529
1437577;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Holocentropus;NA;dubius;Holocentropus dubius;Rambur, 1842;H_dubius;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.281
1437574;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Holocentropus;NA;NA;Holocentropus;NA;Holocentropus;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;NA;NA
4400;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;NA;NA;NA;Polycentropodidae;NA;Polycentropodidae;family;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;NA;NA
1437830;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Neureclipsis;NA;bimaculata;Neureclipsis bimaculata;Linnaeus, 1758;N_bimaculata;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.7;NA;2;0.29
1437821;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Neureclipsis;NA;NA;Neureclipsis;NA;Neureclipsis;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;NA;NA
1438067;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;conspersa;Plectrocnemia conspersa;Curtis, 1834;P_conspersa;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.3;5;2;0.008
1438081;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;geniculata;Plectrocnemia geniculata;McLachlan, 1871;P_geniculata;specie;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;5;2;0.103
1438056;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;NA;Plectrocnemia;NA;Plectrocnemia;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;5;NA;NA
1437978;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;flavomaculatus;Polycentropus flavomaculatus;Pictet, 1834;P_flavomaculatus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.7;NA;2;0.409
1437980;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;irroratus;Polycentropus irroratus;Curtis, 1835;P_irroratus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;5.6;NA;2;0.369
1437832;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;NA;Polycentropus;NA;Polycentropus;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2;0.333
1438856;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Lype;NA;NA;Lype;NA;Lype;genus;NA;NA;NA;Psychomyiidae;6;Lype;8;5.6;NA;6;0.546
4401;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;NA;NA;NA;Psychomyiidae;NA;Psychomyiidae;family;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;NA;NA;NA
3259770;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Psychomyia;NA;NA;Psychomyia;NA;Psychomyia;genus;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;NA;NA;NA
4482345;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Psychomyia;NA;pusilla;Psychomyia pusilla;Fabricius, 1781;P_pusilla;specie;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
1438576;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;NA;Tinodes;NA;Tinodes;genus;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
5053695;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;rostocki;Tinodes rostocki;McLachlan, 1878;T_rostocki;specie;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
5053761;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;waeneri;Tinodes waeneri;Linnaeus, 1758;T_waeneri;specie;NA;0.5;3;Psychomyiidae;6;NA;NA;NA;1;6;0.256
4402;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;NA;NA;NA;Rhyacophilidae;NA;Rhyacophilidae;family;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
4801845;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Hyperrhyacophila;NA;Hyperrhyacophila;NA;Hyperrhyacophila;subgenus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
4801675;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Hyporhyacophila;NA;Hyporhyacophila;NA;Hyporhyacophila;subgenus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1433826;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;aurata;Rhyacophila aurata;Brauer, 1857;R_aurata;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1434182;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;dorsalis;Rhyacophila dorsalis;Curtis, 1834;R_dorsalis;specie;NA;NA;NA;Rhyacophilidae;6;R_dorsalis;5;NA;4;4;0.62
1434258;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;evoluta;Rhyacophila evoluta;McLachlan, 1879;R_evoluta;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;3;NA;NA
1434133;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;fasciata;Rhyacophila fasciata;Hagen, 1859;R_fasciata;specie;NA;NA;3;Rhyacophilidae;6;NA;NA;4.5;4;NA;NA
1433899;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;glareosa;Rhyacophila glareosa;McLachlan, 1867;R_glareosa;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1434304;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;hirticornis;Rhyacophila hirticornis;McLachlan, 1879;R_hirticornis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1434029;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;italica;Rhyacophila italica;Moretti, 1981;R_italica;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1434230;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;munda;Rhyacophila munda;McLachlan, 1862;R_munda;specie;NA;NA;NA;Rhyacophilidae;6;R_munda;7;NA;4;4;0.62
1430783;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;NA;Rhyacophila;NA;Rhyacophila;genus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1433809;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;nubila;Rhyacophila nubila;Zetterstedt, 1840;R_nubila;specie;NA;0;4;Rhyacophilidae;6;NA;NA;4.7;4;NA;NA
1434321;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;occidentalis;Rhyacophila occidentalis;McLachlan, 1879;R_occidentalis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1433711;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;tristis;Rhyacophila tristis;Pictet, 1834;R_tristis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;2;NA;NA
1434087;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Pararhyacophila;intermedia;Rhyacophila intermedia;McLachlan, 1868;R_intermedia;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
sub_4802050;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Pararhyacophila;NA;Pararhyacophila;NA;Pararhyacophila;subgenus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
gr_1434182;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Rhyacophila;dorsalis-Gr.;Rhyacophila dorsalis;NA;R_dorsalis_gr;specieAggregate;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1433873;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Rhyacophila;praemorsa;Rhyacophila praemorsa;McLachlan, 1879;R_praemorsa;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
4404;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;NA;NA;NA;Sericostomatidae;NA;Sericostomatidae;family;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;NA;NA;NA
1435114;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Notidobia;NA;ciliaris;Notidobia ciliaris;Linnaeus, 1761;N_ciliaris;specie;NA;0;NA;Sericostomatidae;4;NA;NA;NA;NA;6;0.192
1434831;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Notidobia;NA;NA;Notidobia;NA;Notidobia;genus;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;NA;NA;NA
1435164;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Oecismus;NA;monedula;Oecismus monedula;Hagen, 1859;O_monedula;specie;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;2;NA;NA
1435162;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Oecismus;NA;NA;Oecismus;NA;Oecismus;genus;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;NA;NA;NA
3230787;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;NA;Sericostoma;NA;Sericostoma;genus;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;3;NA;NA
5053115;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;pedemontanum;Sericostoma pedemontanum;McLachlan, 1876;S_pedemontanum;specie;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;3;NA;NA
5053104;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;personatum;Sericostoma personatum;Kirby & Spence, 1826;S_personatum;specie;NA;0.5;3;Sericostomatidae;4;S_personatum;7;5.4;3;5.5;0.204
4407;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Uenoidae;NA;NA;NA;NA;NA;Uenoidae;NA;Uenoidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1441609;Animalia;Arthropoda;Hexapoda;Insecta;NA;Trichoptera;Uenoidae;NA;NA;Thremma;NA;gallicum;Thremma gallicum;McLachlan, 1880;T_gallicum;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
